,index,action,appPackage,category,contactSignificantContext,numberUpdates,p1,p2,p3,p4,p5,p6,posted,postedDayOfWeek,postedTimeOfDay,priority,removed,response,subject,n_embeddings,c_embeddings
86,104,True,whatsapp,unknown,False,-8.95991,0.0050828670000000005,0.31209835,-0.041991299999999995,-0.012546957000000001,0.79869753,1.4625219999999999,1530520154738.086,5,morn,0,1530520274738.086,short,unknown,"[0.1988324671983719, 0.010035494342446327, -0.02777530811727047, -0.12013517320156097, -0.131544291973114, 0.056838687509298325, 0.0267773550003767, -0.08017965406179428, -0.08156361430883408, 0.1054358184337616, -0.2383010983467102, -0.5886416435241699, -0.05603644251823425, -0.08648607134819031, 0.08949396014213562, 0.11257611215114594, 0.24009071290493011, 0.05017862841486931, 0.19768448173999786, -0.09610418230295181, 0.06501158326864243, 0.006978239864110947, -0.2353954315185547, -0.03225647285580635, 0.08558981120586395, -0.09908807277679443, -0.04560454934835434, -0.0017780906055122614, -0.02545516937971115, 0.05686108395457268, -0.1048756092786789, -0.39048850536346436, 0.021501217037439346, 0.5179013013839722, 0.08593878895044327, 0.016632964834570885, -0.31265872716903687, 0.004846451338380575, -0.2058350294828415, -0.024987323209643364, 0.08240312337875366, -0.24793978035449982, -0.0060980492271482944, -0.03438890352845192, -0.3235475420951843, -0.18448691070079803, 0.2655058205127716, 0.14361725747585297, -0.15806566178798676, 0.3821435868740082, -0.25306129455566406, -0.8671806454658508, 0.09312500804662704, -0.07886325567960739, -0.2133556753396988, -0.06983808428049088, 0.346243292093277, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.40348324179649353, 0.33928772807121277, 1.006601333618164, -0.4334474802017212, 0.07477736473083496, -0.7655895352363586]"
87,78,False,googlequicksearchbox,unknown,False,-0.71511316,0.39419216,0.2733465,0.14590934,-0.5707122,-0.13666457,0.99594223,1530520274738.086,5,morn,0,1530520514738.086,short,unknown,"[-0.15522760152816772, 0.1602586805820465, -0.51402747631073, 0.16599434614181519, -0.1681099385023117, -0.028871824964880943, 0.13573722541332245, -0.05713567137718201, 0.013803940266370773, -0.2558591961860657, -0.366482138633728, 0.10868094861507416, -0.12464041262865067, 0.1609119474887848, 0.30371224880218506, 0.6624284982681274, -0.36736705899238586, -0.056233279407024384, -0.2619503140449524, -0.14056064188480377, -0.11747899651527405, -0.014641880989074707, -0.009463528171181679, -0.2605415880680084, -0.2811245322227478, 0.04202199727296829, -0.1336365044116974, -0.14513806998729706, -0.20098330080509186, 0.18495099246501923, 0.3000860810279846, -0.34738561511039734, -0.18693575263023376, -0.37249454855918884, 0.008464044891297817, -0.013007596135139465, 0.2899177074432373, -0.23858802020549774, 0.0959537997841835, 0.418962299823761, -0.34765884280204773, 0.06668660044670105, -0.4948941469192505, 0.1946016103029251, 0.0861329734325409, 0.561610758304596, -0.4935741722583771, -0.14412091672420502, -0.00046465187915600836, -0.4126763343811035, -0.25306129455566406, -0.8671806454658508, 0.09312500804662704, -0.07886325567960739, -0.2133556753396988, -0.06983808428049088, 0.346243292093277, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.40348324179649353, 0.33928772807121277, 1.006601333618164, -0.4334474802017212, 0.07477736473083496, -0.7655895352363586]"
88,116,True,googlequicksearchbox,unknown,False,-15.614581,1.8850106,0.9716661999999999,0.6965308,-0.48647597000000004,0.8829446999999999,2.4188788,1530521174738.086,5,morn,0,1530521354738.086,short,unknown,"[-0.15522760152816772, 0.1602586805820465, -0.51402747631073, 0.16599434614181519, -0.1681099385023117, -0.028871824964880943, 0.13573722541332245, -0.05713567137718201, 0.013803940266370773, -0.2558591961860657, -0.366482138633728, 0.10868094861507416, -0.12464041262865067, 0.1609119474887848, 0.30371224880218506, 0.6624284982681274, -0.36736705899238586, -0.056233279407024384, -0.2619503140449524, -0.14056064188480377, -0.11747899651527405, -0.014641880989074707, -0.009463528171181679, -0.2605415880680084, -0.2811245322227478, 0.04202199727296829, -0.1336365044116974, -0.14513806998729706, -0.20098330080509186, 0.18495099246501923, 0.3000860810279846, -0.34738561511039734, -0.18693575263023376, -0.37249454855918884, 0.008464044891297817, -0.013007596135139465, 0.2899177074432373, -0.23858802020549774, 0.0959537997841835, 0.418962299823761, -0.34765884280204773, 0.06668660044670105, -0.4948941469192505, 0.1946016103029251, 0.0861329734325409, 0.561610758304596, -0.4935741722583771, -0.14412091672420502, -0.00046465187915600836, -0.4126763343811035, -0.25306129455566406, -0.8671806454658508, 0.09312500804662704, -0.07886325567960739, -0.2133556753396988, -0.06983808428049088, 0.346243292093277, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.40348324179649353, 0.33928772807121277, 1.006601333618164, -0.4334474802017212, 0.07477736473083496, -0.7655895352363586]"
89,72,True,wia,unknown,False,-15.939239,0.3660097,0.61525375,-0.41801689999999997,0.04815292,0.659886,1.9206289,1530521594738.086,5,morn,0,1530523214738.086,medium,unknown,"[-0.051805995404720306, -0.04173704609274864, -0.04665195941925049, -0.27809587121009827, 0.23719505965709686, -0.033845920115709305, 0.016739724203944206, 0.36520081758499146, 0.2218155413866043, -0.0882997140288353, -0.1785488724708557, 0.007363064680248499, 0.18767984211444855, -0.2060362696647644, -0.36508381366729736, 0.10868588835000992, -0.1349344700574875, -0.2116074115037918, 0.011431152932345867, -0.11851395666599274, 0.35563841462135315, 0.273383766412735, 0.09869085997343063, 0.08302665501832962, -0.054269939661026, -0.326057106256485, 0.2738562524318695, 0.03229018300771713, -0.03336385264992714, 0.06252653896808624, -0.5370887517929077, 0.49725255370140076, -0.09379416704177856, -0.049655113369226456, -0.7825281023979187, 0.09492943435907364, -0.40674132108688354, -0.18452197313308716, 0.31744369864463806, 0.09017546474933624, 0.4054000973701477, 0.1637757271528244, 0.36076483130455017, 0.15852788090705872, -0.0726359635591507, 0.06960348039865494, -0.06123419478535652, -0.04172341898083687, 0.25612005591392517, -0.028532428666949272, -0.25306129455566406, -0.8671806454658508, 0.09312500804662704, -0.07886325567960739, -0.2133556753396988, -0.06983808428049088, 0.346243292093277, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.40348324179649353, 0.33928772807121277, 1.006601333618164, -0.4334474802017212, 0.07477736473083496, -0.7655895352363586]"
90,93,True,whatsapp,msg,False,-4.2778735,-0.6105954,0.57346445,0.22354349999999998,0.49558014,1.2188539999999999,1.1563773,1530522194738.086,5,morn,1,1530523694738.086,medium,unknown,"[0.1988324671983719, 0.010035494342446327, -0.02777530811727047, -0.12013517320156097, -0.131544291973114, 0.056838687509298325, 0.0267773550003767, -0.08017965406179428, -0.08156361430883408, 0.1054358184337616, -0.2383010983467102, -0.5886416435241699, -0.05603644251823425, -0.08648607134819031, 0.08949396014213562, 0.11257611215114594, 0.24009071290493011, 0.05017862841486931, 0.19768448173999786, -0.09610418230295181, 0.06501158326864243, 0.006978239864110947, -0.2353954315185547, -0.03225647285580635, 0.08558981120586395, -0.09908807277679443, -0.04560454934835434, -0.0017780906055122614, -0.02545516937971115, 0.05686108395457268, -0.1048756092786789, -0.39048850536346436, 0.021501217037439346, 0.5179013013839722, 0.08593878895044327, 0.016632964834570885, -0.31265872716903687, 0.004846451338380575, -0.2058350294828415, -0.024987323209643364, 0.08240312337875366, -0.24793978035449982, -0.0060980492271482944, -0.03438890352845192, -0.3235475420951843, -0.18448691070079803, 0.2655058205127716, 0.14361725747585297, -0.15806566178798676, 0.3821435868740082, 0.44675958156585693, -0.7627975344657898, 0.6358047127723694, -0.08180944621562958, 0.14215664565563202, -0.6175026893615723, -0.2808590531349182, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.40348324179649353, 0.33928772807121277, 1.006601333618164, -0.4334474802017212, 0.07477736473083496, -0.7655895352363586]"
91,103,False,whatsapp,unknown,False,-1.4887488,1.7081379,-0.6020613,0.4981634,0.5652883,0.22237149,0.17533907,1530522794738.086,5,morn,0,1530522854738.086,immediate,unknown,"[0.1988324671983719, 0.010035494342446327, -0.02777530811727047, -0.12013517320156097, -0.131544291973114, 0.056838687509298325, 0.0267773550003767, -0.08017965406179428, -0.08156361430883408, 0.1054358184337616, -0.2383010983467102, -0.5886416435241699, -0.05603644251823425, -0.08648607134819031, 0.08949396014213562, 0.11257611215114594, 0.24009071290493011, 0.05017862841486931, 0.19768448173999786, -0.09610418230295181, 0.06501158326864243, 0.006978239864110947, -0.2353954315185547, -0.03225647285580635, 0.08558981120586395, -0.09908807277679443, -0.04560454934835434, -0.0017780906055122614, -0.02545516937971115, 0.05686108395457268, -0.1048756092786789, -0.39048850536346436, 0.021501217037439346, 0.5179013013839722, 0.08593878895044327, 0.016632964834570885, -0.31265872716903687, 0.004846451338380575, -0.2058350294828415, -0.024987323209643364, 0.08240312337875366, -0.24793978035449982, -0.0060980492271482944, -0.03438890352845192, -0.3235475420951843, -0.18448691070079803, 0.2655058205127716, 0.14361725747585297, -0.15806566178798676, 0.3821435868740082, -0.25306129455566406, -0.8671806454658508, 0.09312500804662704, -0.07886325567960739, -0.2133556753396988, -0.06983808428049088, 0.346243292093277, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.40348324179649353, 0.33928772807121277, 1.006601333618164, -0.4334474802017212, 0.07477736473083496, -0.7655895352363586]"
92,118,True,whatsapp,msg,False,-7.3722982,-0.052864812000000004,0.28539678,0.489815,0.34342474,1.0597489,1.2673997,1530522974738.086,5,morn,1,1530524354738.086,medium,unknown,"[0.1988324671983719, 0.010035494342446327, -0.02777530811727047, -0.12013517320156097, -0.131544291973114, 0.056838687509298325, 0.0267773550003767, -0.08017965406179428, -0.08156361430883408, 0.1054358184337616, -0.2383010983467102, -0.5886416435241699, -0.05603644251823425, -0.08648607134819031, 0.08949396014213562, 0.11257611215114594, 0.24009071290493011, 0.05017862841486931, 0.19768448173999786, -0.09610418230295181, 0.06501158326864243, 0.006978239864110947, -0.2353954315185547, -0.03225647285580635, 0.08558981120586395, -0.09908807277679443, -0.04560454934835434, -0.0017780906055122614, -0.02545516937971115, 0.05686108395457268, -0.1048756092786789, -0.39048850536346436, 0.021501217037439346, 0.5179013013839722, 0.08593878895044327, 0.016632964834570885, -0.31265872716903687, 0.004846451338380575, -0.2058350294828415, -0.024987323209643364, 0.08240312337875366, -0.24793978035449982, -0.0060980492271482944, -0.03438890352845192, -0.3235475420951843, -0.18448691070079803, 0.2655058205127716, 0.14361725747585297, -0.15806566178798676, 0.3821435868740082, 0.44675958156585693, -0.7627975344657898, 0.6358047127723694, -0.08180944621562958, 0.14215664565563202, -0.6175026893615723, -0.2808590531349182, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.40348324179649353, 0.33928772807121277, 1.006601333618164, -0.4334474802017212, 0.07477736473083496, -0.7655895352363586]"
93,110,False,googlequicksearchbox,unknown,False,-8.281353,0.9450984,0.7760747,-0.014418373000000002,-0.41851489999999997,-0.17897242,1.202124,1530523874738.086,5,morn,0,1530523874738.086,immediate,unknown,"[-0.15522760152816772, 0.1602586805820465, -0.51402747631073, 0.16599434614181519, -0.1681099385023117, -0.028871824964880943, 0.13573722541332245, -0.05713567137718201, 0.013803940266370773, -0.2558591961860657, -0.366482138633728, 0.10868094861507416, -0.12464041262865067, 0.1609119474887848, 0.30371224880218506, 0.6624284982681274, -0.36736705899238586, -0.056233279407024384, -0.2619503140449524, -0.14056064188480377, -0.11747899651527405, -0.014641880989074707, -0.009463528171181679, -0.2605415880680084, -0.2811245322227478, 0.04202199727296829, -0.1336365044116974, -0.14513806998729706, -0.20098330080509186, 0.18495099246501923, 0.3000860810279846, -0.34738561511039734, -0.18693575263023376, -0.37249454855918884, 0.008464044891297817, -0.013007596135139465, 0.2899177074432373, -0.23858802020549774, 0.0959537997841835, 0.418962299823761, -0.34765884280204773, 0.06668660044670105, -0.4948941469192505, 0.1946016103029251, 0.0861329734325409, 0.561610758304596, -0.4935741722583771, -0.14412091672420502, -0.00046465187915600836, -0.4126763343811035, -0.25306129455566406, -0.8671806454658508, 0.09312500804662704, -0.07886325567960739, -0.2133556753396988, -0.06983808428049088, 0.346243292093277, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.40348324179649353, 0.33928772807121277, 1.006601333618164, -0.4334474802017212, 0.07477736473083496, -0.7655895352363586]"
94,111,True,whatsapp,msg,False,-9.578237,1.8364737,0.01951737,1.0761416,0.20723587000000002,0.92704266,1.0625479,1530524234738.086,5,morn,0,1530524774738.086,medium,unknown,"[0.1988324671983719, 0.010035494342446327, -0.02777530811727047, -0.12013517320156097, -0.131544291973114, 0.056838687509298325, 0.0267773550003767, -0.08017965406179428, -0.08156361430883408, 0.1054358184337616, -0.2383010983467102, -0.5886416435241699, -0.05603644251823425, -0.08648607134819031, 0.08949396014213562, 0.11257611215114594, 0.24009071290493011, 0.05017862841486931, 0.19768448173999786, -0.09610418230295181, 0.06501158326864243, 0.006978239864110947, -0.2353954315185547, -0.03225647285580635, 0.08558981120586395, -0.09908807277679443, -0.04560454934835434, -0.0017780906055122614, -0.02545516937971115, 0.05686108395457268, -0.1048756092786789, -0.39048850536346436, 0.021501217037439346, 0.5179013013839722, 0.08593878895044327, 0.016632964834570885, -0.31265872716903687, 0.004846451338380575, -0.2058350294828415, -0.024987323209643364, 0.08240312337875366, -0.24793978035449982, -0.0060980492271482944, -0.03438890352845192, -0.3235475420951843, -0.18448691070079803, 0.2655058205127716, 0.14361725747585297, -0.15806566178798676, 0.3821435868740082, 0.44675958156585693, -0.7627975344657898, 0.6358047127723694, -0.08180944621562958, 0.14215664565563202, -0.6175026893615723, -0.2808590531349182, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.40348324179649353, 0.33928772807121277, 1.006601333618164, -0.4334474802017212, 0.07477736473083496, -0.7655895352363586]"
95,166,True,whatsapp,unknown,False,-11.073031,0.08531905000000001,-0.5283432,-0.7009508600000001,1.1662824,1.2711282,1.4280455,1530525134738.086,5,morn,2,1530525734738.086,medium,unknown,"[0.1988324671983719, 0.010035494342446327, -0.02777530811727047, -0.12013517320156097, -0.131544291973114, 0.056838687509298325, 0.0267773550003767, -0.08017965406179428, -0.08156361430883408, 0.1054358184337616, -0.2383010983467102, -0.5886416435241699, -0.05603644251823425, -0.08648607134819031, 0.08949396014213562, 0.11257611215114594, 0.24009071290493011, 0.05017862841486931, 0.19768448173999786, -0.09610418230295181, 0.06501158326864243, 0.006978239864110947, -0.2353954315185547, -0.03225647285580635, 0.08558981120586395, -0.09908807277679443, -0.04560454934835434, -0.0017780906055122614, -0.02545516937971115, 0.05686108395457268, -0.1048756092786789, -0.39048850536346436, 0.021501217037439346, 0.5179013013839722, 0.08593878895044327, 0.016632964834570885, -0.31265872716903687, 0.004846451338380575, -0.2058350294828415, -0.024987323209643364, 0.08240312337875366, -0.24793978035449982, -0.0060980492271482944, -0.03438890352845192, -0.3235475420951843, -0.18448691070079803, 0.2655058205127716, 0.14361725747585297, -0.15806566178798676, 0.3821435868740082, -0.25306129455566406, -0.8671806454658508, 0.09312500804662704, -0.07886325567960739, -0.2133556753396988, -0.06983808428049088, 0.346243292093277, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.40348324179649353, 0.33928772807121277, 1.006601333618164, -0.4334474802017212, 0.07477736473083496, -0.7655895352363586]"
96,105,True,wia,unknown,False,-21.68481,1.1384367,0.85501844,0.33030897,-0.33103869999999996,0.6180473,2.1563172,1530525914738.086,5,morn,0,1530526634738.086,medium,unknown,"[-0.051805995404720306, -0.04173704609274864, -0.04665195941925049, -0.27809587121009827, 0.23719505965709686, -0.033845920115709305, 0.016739724203944206, 0.36520081758499146, 0.2218155413866043, -0.0882997140288353, -0.1785488724708557, 0.007363064680248499, 0.18767984211444855, -0.2060362696647644, -0.36508381366729736, 0.10868588835000992, -0.1349344700574875, -0.2116074115037918, 0.011431152932345867, -0.11851395666599274, 0.35563841462135315, 0.273383766412735, 0.09869085997343063, 0.08302665501832962, -0.054269939661026, -0.326057106256485, 0.2738562524318695, 0.03229018300771713, -0.03336385264992714, 0.06252653896808624, -0.5370887517929077, 0.49725255370140076, -0.09379416704177856, -0.049655113369226456, -0.7825281023979187, 0.09492943435907364, -0.40674132108688354, -0.18452197313308716, 0.31744369864463806, 0.09017546474933624, 0.4054000973701477, 0.1637757271528244, 0.36076483130455017, 0.15852788090705872, -0.0726359635591507, 0.06960348039865494, -0.06123419478535652, -0.04172341898083687, 0.25612005591392517, -0.028532428666949272, -0.25306129455566406, -0.8671806454658508, 0.09312500804662704, -0.07886325567960739, -0.2133556753396988, -0.06983808428049088, 0.346243292093277, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.40348324179649353, 0.33928772807121277, 1.006601333618164, -0.4334474802017212, 0.07477736473083496, -0.7655895352363586]"
97,199,True,wia,unknown,False,-9.665649,1.1014085,-0.077101916,-0.98095274,0.7862410999999999,0.59954166,2.2552716999999998,1530526094738.086,5,morn,0,1530527354738.086,medium,unknown,"[-0.051805995404720306, -0.04173704609274864, -0.04665195941925049, -0.27809587121009827, 0.23719505965709686, -0.033845920115709305, 0.016739724203944206, 0.36520081758499146, 0.2218155413866043, -0.0882997140288353, -0.1785488724708557, 0.007363064680248499, 0.18767984211444855, -0.2060362696647644, -0.36508381366729736, 0.10868588835000992, -0.1349344700574875, -0.2116074115037918, 0.011431152932345867, -0.11851395666599274, 0.35563841462135315, 0.273383766412735, 0.09869085997343063, 0.08302665501832962, -0.054269939661026, -0.326057106256485, 0.2738562524318695, 0.03229018300771713, -0.03336385264992714, 0.06252653896808624, -0.5370887517929077, 0.49725255370140076, -0.09379416704177856, -0.049655113369226456, -0.7825281023979187, 0.09492943435907364, -0.40674132108688354, -0.18452197313308716, 0.31744369864463806, 0.09017546474933624, 0.4054000973701477, 0.1637757271528244, 0.36076483130455017, 0.15852788090705872, -0.0726359635591507, 0.06960348039865494, -0.06123419478535652, -0.04172341898083687, 0.25612005591392517, -0.028532428666949272, -0.25306129455566406, -0.8671806454658508, 0.09312500804662704, -0.07886325567960739, -0.2133556753396988, -0.06983808428049088, 0.346243292093277, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.40348324179649353, 0.33928772807121277, 1.006601333618164, -0.4334474802017212, 0.07477736473083496, -0.7655895352363586]"
98,95,True,wia,unknown,False,-9.426576,-0.49652424,0.9028063,1.5192115,0.16572212,0.98076683,1.4586402,1530526694738.086,5,morn,0,1530527834738.086,medium,unknown,"[-0.051805995404720306, -0.04173704609274864, -0.04665195941925049, -0.27809587121009827, 0.23719505965709686, -0.033845920115709305, 0.016739724203944206, 0.36520081758499146, 0.2218155413866043, -0.0882997140288353, -0.1785488724708557, 0.007363064680248499, 0.18767984211444855, -0.2060362696647644, -0.36508381366729736, 0.10868588835000992, -0.1349344700574875, -0.2116074115037918, 0.011431152932345867, -0.11851395666599274, 0.35563841462135315, 0.273383766412735, 0.09869085997343063, 0.08302665501832962, -0.054269939661026, -0.326057106256485, 0.2738562524318695, 0.03229018300771713, -0.03336385264992714, 0.06252653896808624, -0.5370887517929077, 0.49725255370140076, -0.09379416704177856, -0.049655113369226456, -0.7825281023979187, 0.09492943435907364, -0.40674132108688354, -0.18452197313308716, 0.31744369864463806, 0.09017546474933624, 0.4054000973701477, 0.1637757271528244, 0.36076483130455017, 0.15852788090705872, -0.0726359635591507, 0.06960348039865494, -0.06123419478535652, -0.04172341898083687, 0.25612005591392517, -0.028532428666949272, -0.25306129455566406, -0.8671806454658508, 0.09312500804662704, -0.07886325567960739, -0.2133556753396988, -0.06983808428049088, 0.346243292093277, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.40348324179649353, 0.33928772807121277, 1.006601333618164, -0.4334474802017212, 0.07477736473083496, -0.7655895352363586]"
99,176,True,whatsapp,unknown,False,-10.952928,1.5149853,-0.059618330000000004,-0.76450354,0.6183337999999999,0.78479546,2.4268353,1530527054738.086,5,morn,0,1530528854738.086,medium,unknown,"[0.1988324671983719, 0.010035494342446327, -0.02777530811727047, -0.12013517320156097, -0.131544291973114, 0.056838687509298325, 0.0267773550003767, -0.08017965406179428, -0.08156361430883408, 0.1054358184337616, -0.2383010983467102, -0.5886416435241699, -0.05603644251823425, -0.08648607134819031, 0.08949396014213562, 0.11257611215114594, 0.24009071290493011, 0.05017862841486931, 0.19768448173999786, -0.09610418230295181, 0.06501158326864243, 0.006978239864110947, -0.2353954315185547, -0.03225647285580635, 0.08558981120586395, -0.09908807277679443, -0.04560454934835434, -0.0017780906055122614, -0.02545516937971115, 0.05686108395457268, -0.1048756092786789, -0.39048850536346436, 0.021501217037439346, 0.5179013013839722, 0.08593878895044327, 0.016632964834570885, -0.31265872716903687, 0.004846451338380575, -0.2058350294828415, -0.024987323209643364, 0.08240312337875366, -0.24793978035449982, -0.0060980492271482944, -0.03438890352845192, -0.3235475420951843, -0.18448691070079803, 0.2655058205127716, 0.14361725747585297, -0.15806566178798676, 0.3821435868740082, -0.25306129455566406, -0.8671806454658508, 0.09312500804662704, -0.07886325567960739, -0.2133556753396988, -0.06983808428049088, 0.346243292093277, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.40348324179649353, 0.33928772807121277, 1.006601333618164, -0.4334474802017212, 0.07477736473083496, -0.7655895352363586]"
100,177,True,whatsapp,msg,False,-0.55797005,-0.13751684,0.25938082,-0.5138655999999999,0.47212523,0.6875363600000001,1.3430132,1530527174738.086,5,morn,1,1530528494738.086,medium,unknown,"[0.1988324671983719, 0.010035494342446327, -0.02777530811727047, -0.12013517320156097, -0.131544291973114, 0.056838687509298325, 0.0267773550003767, -0.08017965406179428, -0.08156361430883408, 0.1054358184337616, -0.2383010983467102, -0.5886416435241699, -0.05603644251823425, -0.08648607134819031, 0.08949396014213562, 0.11257611215114594, 0.24009071290493011, 0.05017862841486931, 0.19768448173999786, -0.09610418230295181, 0.06501158326864243, 0.006978239864110947, -0.2353954315185547, -0.03225647285580635, 0.08558981120586395, -0.09908807277679443, -0.04560454934835434, -0.0017780906055122614, -0.02545516937971115, 0.05686108395457268, -0.1048756092786789, -0.39048850536346436, 0.021501217037439346, 0.5179013013839722, 0.08593878895044327, 0.016632964834570885, -0.31265872716903687, 0.004846451338380575, -0.2058350294828415, -0.024987323209643364, 0.08240312337875366, -0.24793978035449982, -0.0060980492271482944, -0.03438890352845192, -0.3235475420951843, -0.18448691070079803, 0.2655058205127716, 0.14361725747585297, -0.15806566178798676, 0.3821435868740082, 0.44675958156585693, -0.7627975344657898, 0.6358047127723694, -0.08180944621562958, 0.14215664565563202, -0.6175026893615723, -0.2808590531349182, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.40348324179649353, 0.33928772807121277, 1.006601333618164, -0.4334474802017212, 0.07477736473083496, -0.7655895352363586]"
101,155,True,wia,msg,True,-7.3180676,0.2994564,1.2336506,0.84724015,-0.34565327,0.4344726,1.3573571,1530527654738.086,5,morn,0,1530529154738.086,medium,unknown,"[-0.051805995404720306, -0.04173704609274864, -0.04665195941925049, -0.27809587121009827, 0.23719505965709686, -0.033845920115709305, 0.016739724203944206, 0.36520081758499146, 0.2218155413866043, -0.0882997140288353, -0.1785488724708557, 0.007363064680248499, 0.18767984211444855, -0.2060362696647644, -0.36508381366729736, 0.10868588835000992, -0.1349344700574875, -0.2116074115037918, 0.011431152932345867, -0.11851395666599274, 0.35563841462135315, 0.273383766412735, 0.09869085997343063, 0.08302665501832962, -0.054269939661026, -0.326057106256485, 0.2738562524318695, 0.03229018300771713, -0.03336385264992714, 0.06252653896808624, -0.5370887517929077, 0.49725255370140076, -0.09379416704177856, -0.049655113369226456, -0.7825281023979187, 0.09492943435907364, -0.40674132108688354, -0.18452197313308716, 0.31744369864463806, 0.09017546474933624, 0.4054000973701477, 0.1637757271528244, 0.36076483130455017, 0.15852788090705872, -0.0726359635591507, 0.06960348039865494, -0.06123419478535652, -0.04172341898083687, 0.25612005591392517, -0.028532428666949272, 0.44675958156585693, -0.7627975344657898, 0.6358047127723694, -0.08180944621562958, 0.14215664565563202, -0.6175026893615723, -0.2808590531349182, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.40348324179649353, 0.33928772807121277, 1.006601333618164, -0.4334474802017212, 0.07477736473083496, -0.7655895352363586]"
